t,v(tgt),v(txd),i(tgt),i(txd)
1.077031117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.081831117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.086631117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.091431117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.096231117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.101031117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.105831117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.110631117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.115431117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.120231117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.125031117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.129831117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.134631117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.139431117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.144231117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.149031117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.153831117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.158631117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.163431117875960e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.168231117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.173031117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.177831117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.182631117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.187431117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.192231117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.197031117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.201831117875961e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.205000000000000e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
1.205480000000000e-05,4.999931988009984e+00,4.519999999999964e+00,-6.801199001552072e-09,7.764702193178294e-08
1.206440000000000e-05,4.258849699496478e+00,3.559999999999892e+00,-7.411503005035216e-05,8.460049014289706e-04
1.207613473399268e-05,3.069655767644861e+00,2.386526600731365e+00,-1.930344232355139e-04,4.345411338271959e-04
1.208986188962423e-05,1.718621789752767e+00,1.013811037576345e+00,-3.281378210247233e-04,1.070836443391329e-03
1.210000000000000e-05,6.943039395788266e-01,0.000000000000000e+00,-4.305696060421173e-04,6.982346631068878e-04
1.210054440113692e-05,6.865106915771162e-01,0.000000000000000e+00,-4.313489308422884e-04,5.029252692551021e-04
1.210163320341076e-05,6.815157381995102e-01,0.000000000000000e+00,-4.318484261800490e-04,4.061477577360761e-04
1.210381080795844e-05,6.837318831426059e-01,0.000000000000000e+00,-4.316268116857394e-04,4.471504948480969e-04
1.210816601705381e-05,6.822464159777342e-01,0.000000000000000e+00,-4.317753584022266e-04,4.196624578965587e-04
1.211539364913072e-05,6.837412513390598e-01,0.000000000000000e+00,-4.316258748660940e-04,4.416705525493812e-04
1.212984891328453e-05,6.827656962443244e-01,0.000000000000000e+00,-4.317234303755676e-04,4.223536314661019e-04
1.215875944159216e-05,6.835385793213185e-01,0.000000000000000e+00,-4.316461420678682e-04,4.407486047776042e-04
1.220675944159216e-05,6.825353324690301e-01,0.000000000000000e+00,-4.317464667530970e-04,4.228530138042537e-04
1.225475944159216e-05,6.834451276320513e-01,0.000000000000000e+00,-4.316554872367949e-04,4.403593995266752e-04
1.230275944159216e-05,6.825139592690791e-01,0.000000000000000e+00,-4.317486040730921e-04,4.232386851921628e-04
1.235075944159216e-05,6.834191519284091e-01,0.000000000000000e+00,-4.316580848071591e-04,4.399794218840590e-04
1.239875944159216e-05,6.825306810794787e-01,0.000000000000000e+00,-4.317469318920521e-04,4.236106929086780e-04
1.244675944159216e-05,6.833937517840107e-01,0.000000000000000e+00,-4.316606248215989e-04,4.396170574081960e-04
1.249475944159216e-05,6.825439268535458e-01,0.000000000000000e+00,-4.317456073146454e-04,4.239662215885630e-04
1.254275944159216e-05,6.833700467224433e-01,0.000000000000000e+00,-4.316629953277557e-04,4.392702727478177e-04
1.259075944159216e-05,6.825571401137973e-01,0.000000000000000e+00,-4.317442859886203e-04,4.243063641120245e-04
1.263875944159216e-05,6.833475317791819e-01,0.000000000000000e+00,-4.316652468220818e-04,4.389385037683897e-04
1.268675944159216e-05,6.825699854626767e-01,0.000000000000000e+00,-4.317430014537324e-04,4.246317333233655e-04
1.273475944159216e-05,6.833261591929507e-01,0.000000000000000e+00,-4.316673840807050e-04,4.386211160172654e-04
1.278275944159216e-05,6.825824836028754e-01,0.000000000000000e+00,-4.317417516397125e-04,4.249429521177503e-04
1.283075944159216e-05,6.833058665173458e-01,0.000000000000000e+00,-4.316694133482654e-04,4.383175080963780e-04
1.287875944159216e-05,6.825946290036641e-01,0.000000000000000e+00,-4.317405370996336e-04,4.252406168335377e-04
1.292675944159216e-05,6.832865970448593e-01,0.000000000000000e+00,-4.316713402955141e-04,4.380271005530283e-04
1.297475944159216e-05,6.826064201496379e-01,0.000000000000000e+00,-4.317393579850362e-04,4.255253012473599e-04
1.302275944159216e-05,6.832682968850531e-01,0.000000000000000e+00,-4.316731703114947e-04,4.377493360626251e-04
1.307075944159216e-05,6.826178568655333e-01,0.000000000000000e+00,-4.317382143134467e-04,4.257975568997159e-04
1.311875944159216e-05,6.832509149844042e-01,0.000000000000000e+00,-4.316749085015596e-04,4.374836788071917e-04
1.316675944159216e-05,6.826289403234137e-01,0.000000000000000e+00,-4.317371059676587e-04,4.260579137163982e-04
1.321475944159216e-05,6.832344029896674e-01,0.000000000000000e+00,-4.316765597010333e-04,4.372296138968248e-04
1.326275944159216e-05,6.826396728678821e-01,0.000000000000000e+00,-4.317360327132118e-04,4.263068806261254e-04
1.331075944159216e-05,6.832187151262319e-01,0.000000000000000e+00,-4.316781284873768e-04,4.369866467706374e-04
1.335875944159216e-05,6.826500578688592e-01,0.000000000000000e+00,-4.317349942131141e-04,4.265449461918046e-04
1.340675944159216e-05,6.832038080767766e-01,0.000000000000000e+00,-4.316796191923223e-04,4.367543025869825e-04
1.345475944159217e-05,6.826600995861130e-01,0.000000000000000e+00,-4.317339900413887e-04,4.267725792489498e-04
1.350275944159217e-05,6.831896408619644e-01,0.000000000000000e+00,-4.316810359138036e-04,4.365321256071079e-04
1.355075944159217e-05,6.826698030458708e-01,0.000000000000000e+00,-4.317330196954130e-04,4.269902295471317e-04
1.359875944159217e-05,6.831761747238070e-01,0.000000000000000e+00,-4.316823825276193e-04,4.363196785763315e-04
1.364675944159217e-05,6.826791739287330e-01,0.000000000000000e+00,-4.317320826071267e-04,4.271983283907193e-04
1.369475944159217e-05,6.831633730122521e-01,0.000000000000000e+00,-4.316836626987748e-04,4.361165421061138e-04
1.374275944159217e-05,6.826882184681716e-01,0.000000000000000e+00,-4.317311781531828e-04,4.273972892758614e-04
1.379075944159217e-05,6.831512010754034e-01,0.000000000000000e+00,-4.316848798924597e-04,4.359223140599430e-04
1.383875944159217e-05,6.826969433588828e-01,0.000000000000000e+00,-4.317303056641117e-04,4.275875085209043e-04
1.388675944159217e-05,6.831396261536822e-01,0.000000000000000e+00,-4.316860373846318e-04,4.357366089455909e-04
1.393475944159217e-05,6.827053556742934e-01,0.000000000000000e+00,-4.317294644325707e-04,4.277693658881528e-04
1.398275944159217e-05,6.831286172781363e-01,0.000000000000000e+00,-4.316871382721864e-04,4.355590573158052e-04
1.403075944159217e-05,6.827134627925241e-01,0.000000000000000e+00,-4.317286537207476e-04,4.279432251949652e-04
1.407875944159217e-05,6.831181451730288e-01,0.000000000000000e+00,-4.316881854826971e-04,4.353893051792079e-04
1.412675944159217e-05,6.827212723301493e-01,0.000000000000000e+00,-4.317278727669851e-04,4.281094349127407e-04
1.417475944159217e-05,6.831081821627694e-01,0.000000000000000e+00,-4.316891817837231e-04,4.352270134228391e-04
1.422275944159217e-05,6.827287920831174e-01,0.000000000000000e+00,-4.317271207916883e-04,4.282683287525017e-04
1.427075944159217e-05,6.830987020831980e-01,0.000000000000000e+00,-4.316901297916802e-04,4.350718572475182e-04
1.431875944159217e-05,6.827360299742329e-01,0.000000000000000e+00,-4.317263970025767e-04,4.284202262361068e-04
1.436675944159217e-05,6.830896801971899e-01,0.000000000000000e+00,-4.316910319802811e-04,4.349235256169686e-04
1.441475944159217e-05,6.827429940066335e-01,0.000000000000000e+00,-4.317257005993367e-04,4.285654332523512e-04
1.446275944159217e-05,6.830810931145059e-01,0.000000000000000e+00,-4.316918906885494e-04,4.347817207213979e-04
1.451075944159217e-05,6.827496922227303e-01,0.000000000000000e+00,-4.317250307777270e-04,4.287042425973314e-04
1.455875944159217e-05,6.830729187157999e-01,0.000000000000000e+00,-4.316927081284200e-04,4.346461574560919e-04
1.460675944159217e-05,6.827561326681191e-01,0.000000000000000e+00,-4.317243867331881e-04,4.288369344987841e-04
1.465475944159217e-05,6.830651360806559e-01,0.000000000000000e+00,-4.316934863919344e-04,4.345165629153942e-04
1.470275944159217e-05,6.827623233599959e-01,0.000000000000000e+00,-4.317237676640004e-04,4.289637771240119e-04
1.475075944159217e-05,6.830577254195273e-01,0.000000000000000e+00,-4.316942274580473e-04,4.343926759022999e-04
1.479875944159217e-05,6.827682722596586e-01,0.000000000000000e+00,-4.317231727740341e-04,4.290850270714207e-04
1.484675944159217e-05,6.830506680094273e-01,0.000000000000000e+00,-4.316949331990573e-04,4.342742464538019e-04
1.489475944159217e-05,6.827739872486926e-01,0.000000000000000e+00,-4.317226012751308e-04,4.292009298455385e-04
1.494275944159217e-05,6.830439461332203e-01,0.000000000000000e+00,-4.316956053866780e-04,4.341610353819914e-04
1.499075944159217e-05,6.827794761084832e-01,0.000000000000000e+00,-4.317220523891517e-04,4.293117203156560e-04
1.503875944159217e-05,6.830375430223524e-01,0.000000000000000e+00,-4.316962456977648e-04,4.340528138308698e-04
1.508675944159217e-05,6.827847465027188e-01,0.000000000000000e+00,-4.317215253497281e-04,4.294176231582122e-04
1.513475944159217e-05,6.830314428028641e-01,0.000000000000000e+00,-4.316968557197136e-04,4.339493628487002e-04
1.518275944159217e-05,6.827898059625802e-01,0.000000000000000e+00,-4.317210194037420e-04,4.295188532831493e-04
1.523075944159217e-05,6.830256304445216e-01,0.000000000000000e+00,-4.316974369555478e-04,4.338504729757345e-04
1.527875944159217e-05,6.827946618743378e-01,0.000000000000000e+00,-4.317205338125662e-04,4.296156162444994e-04
1.532675944159217e-05,6.830200917129111e-01,0.000000000000000e+00,-4.316979908287089e-04,4.337559438470726e-04
1.537475944159217e-05,6.827993214691003e-01,0.000000000000000e+00,-4.317200678530900e-04,4.297081086355199e-04
1.542275944159217e-05,6.830148131243364e-01,0.000000000000000e+00,-4.316985186875664e-04,4.336655838102950e-04
1.547075944159217e-05,6.828037918144829e-01,0.000000000000000e+00,-4.317196208185517e-04,4.297965184687069e-04
1.551875944159217e-05,6.830097819033721e-01,0.000000000000000e+00,-4.316990218096628e-04,4.335792095576524e-04
1.556675944159217e-05,6.828080798079877e-01,0.000000000000000e+00,-4.317191920192012e-04,4.298810255410814e-04
1.561475944159217e-05,6.830049859429221e-01,0.000000000000000e+00,-4.316995014057078e-04,4.334966457723820e-04
1.566275944159217e-05,6.828121921718971e-01,0.000000000000000e+00,-4.317187807828103e-04,4.299618017850997e-04
1.571075944159217e-05,6.830004137666440e-01,0.000000000000000e+00,-4.316999586233356e-04,4.334177247888090e-04
1.575875944159217e-05,6.828161354495158e-01,0.000000000000000e+00,-4.317183864550484e-04,4.300390116056436e-04
1.580675944159217e-05,6.829960544936007e-01,0.000000000000000e+00,-4.317003945506399e-04,4.333422862658597e-04
1.585475944159217e-05,6.828199160025963e-01,0.000000000000000e+00,-4.317180083997404e-04,4.301128122034814e-04
1.590275944159217e-05,6.829918978050133e-01,0.000000000000000e+00,-4.317008102194987e-04,4.332701768735899e-04
1.595075944159217e-05,6.828235400098113e-01,0.000000000000000e+00,-4.317176459990189e-04,4.301833538855951e-04
1.599875944159217e-05,6.829879339129855e-01,0.000000000000000e+00,-4.317012066087014e-04,4.332012499922971e-04
1.604675944159218e-05,6.828270134661425e-01,0.000000000000000e+00,-4.317172986533857e-04,4.302507803628838e-04
1.609475944159218e-05,6.829841535310864e-01,0.000000000000000e+00,-4.317015846468914e-04,4.331353654238625e-04
1.614275944159218e-05,6.828303421830687e-01,0.000000000000000e+00,-4.317169657816931e-04,4.303152290355584e-04
1.619075944159218e-05,6.829805478466785e-01,0.000000000000000e+00,-4.317019452153322e-04,4.330723891148840e-04
1.623875944159218e-05,6.828335317894543e-01,0.000000000000000e+00,-4.317166468210546e-04,4.303768312667600e-04
1.628675944159218e-05,6.829771084948821e-01,0.000000000000000e+00,-4.317022891505118e-04,4.330121928911770e-04
1.633475944159218e-05,6.828365877330395e-01,0.000000000000000e+00,-4.317163412266961e-04,4.304357126447503e-04
1.638275944159218e-05,6.829738275340816e-01,0.000000000000000e+00,-4.317026172465918e-04,4.329546542033210e-04
1.643075944159218e-05,6.828395152824499e-01,0.000000000000000e+00,-4.317160484717550e-04,4.304919932341146e-04
1.647875944159218e-05,6.829706974228738e-01,0.000000000000000e+00,-4.317029302577126e-04,4.328996558827635e-04
1.652675944159218e-05,6.828423195296539e-01,0.000000000000000e+00,-4.317157680470346e-04,4.305457878164033e-04
1.657475944159218e-05,6.829677109983722e-01,0.000000000000000e+00,-4.317032289001628e-04,4.328470859081418e-04
1.662275944159218e-05,6.828450053927942e-01,0.000000000000000e+00,-4.317154994607206e-04,4.305972061205664e-04
1.667075944159218e-05,6.829648614557836e-01,0.000000000000000e+00,-4.317035138544217e-04,4.327968371814518e-04
1.671875944159218e-05,6.828475776193398e-01,0.000000000000000e+00,-4.317152422380660e-04,4.306463530436289e-04
1.676675944159218e-05,6.829621423291774e-01,0.000000000000000e+00,-4.317037857670823e-04,4.327488073136380e-04
1.681475944159218e-05,6.828500407894994e-01,0.000000000000000e+00,-4.317149959210501e-04,4.306933288619301e-04
1.686275944159218e-05,6.829595474733733e-01,0.000000000000000e+00,-4.317040452526627e-04,4.327028984193113e-04
1.691075944159218e-05,6.828523993198535e-01,0.000000000000000e+00,-4.317147600680146e-04,4.307382294333473e-04
1.695875944159218e-05,6.829570710468801e-01,0.000000000000000e+00,-4.317042928953120e-04,4.326590169201807e-04
1.700675944159218e-05,6.828546574671602e-01,0.000000000000000e+00,-4.317145342532840e-04,4.307811463908594e-04
1.705475944159218e-05,6.829547074958184e-01,0.000000000000000e+00,-4.317045292504182e-04,4.326170733568741e-04
1.710275944159218e-05,6.828568193322944e-01,0.000000000000000e+00,-4.317143180667705e-04,4.308221673277168e-04
1.715075944159218e-05,6.829524515387685e-01,0.000000000000000e+00,-4.317047548461231e-04,4.325769822088286e-04
1.719875944159218e-05,6.828588888642946e-01,0.000000000000000e+00,-4.317141111135705e-04,4.308613759747143e-04
1.724675944159218e-05,6.829502981524828e-01,0.000000000000000e+00,-4.317049701847517e-04,4.325386617219009e-04
1.729475944159218e-05,6.828608698644802e-01,0.000000000000000e+00,-4.317139130135520e-04,4.308988523697346e-04
1.734275944159218e-05,6.829482425584134e-01,0.000000000000000e+00,-4.317051757441587e-04,4.325020337434069e-04
1.739075944159218e-05,6.828627659906188e-01,0.000000000000000e+00,-4.317137234009381e-04,4.309346730199809e-04
1.743875944159218e-05,6.829462802100028e-01,0.000000000000000e+00,-4.317053719789997e-04,4.324670235642519e-04
1.748675944159218e-05,6.828645807611167e-01,0.000000000000000e+00,-4.317135419238883e-04,4.309689110571537e-04
1.753475944159218e-05,6.829444067806906e-01,0.000000000000000e+00,-4.317055593219309e-04,4.324335597679207e-04
1.758275944159218e-05,6.828663175592178e-01,0.000000000000000e+00,-4.317133682440783e-04,4.310016363858939e-04
1.763075944159218e-05,6.829426181525926e-01,0.000000000000000e+00,-4.317057381847408e-04,4.324015740859704e-04
1.767875944159218e-05,6.828679796371881e-01,0.000000000000000e+00,-4.317132020362812e-04,4.310329158257603e-04
1.772675944159218e-05,6.829409104058132e-01,0.000000000000000e+00,-4.317059089594187e-04,4.323710012598091e-04
1.777475944159218e-05,6.828695701204749e-01,0.000000000000000e+00,-4.317130429879525e-04,4.310628132470073e-04
1.782275944159218e-05,6.829392798083479e-01,0.000000000000000e+00,-4.317060720191652e-04,4.323417789084700e-04
1.787075944159218e-05,6.828710920118256e-01,0.000000000000000e+00,-4.317128907988174e-04,4.310913897004540e-04
1.791875944159218e-05,6.829377228065472e-01,0.000000000000000e+00,-4.317062277193453e-04,4.323138474021399e-04
1.796675944159218e-05,6.828725481953570e-01,0.000000000000000e+00,-4.317127451804643e-04,4.311187035416653e-04
1.801475944159218e-05,6.829362360161010e-01,0.000000000000000e+00,-4.317063763983899e-04,4.322871497412003e-04
1.806275944159218e-05,6.828739414405631e-01,0.000000000000000e+00,-4.317126058559437e-04,4.311448105497051e-04
1.811075944159218e-05,6.829348162135169e-01,0.000000000000000e+00,-4.317065183786483e-04,4.322616314405229e-04
1.815875944159218e-05,6.828752744062545e-01,0.000000000000000e+00,-4.317124725593746e-04,4.311697640406800e-04
1.820675944159218e-05,6.829334603280622e-01,0.000000000000000e+00,-4.317066539671938e-04,4.322372404188448e-04
1.825475944159219e-05,6.828765496444252e-01,0.000000000000000e+00,-4.317123450355575e-04,4.311936149763301e-04
1.830275944159219e-05,6.829321654341395e-01,0.000000000000000e+00,-4.317067834565861e-04,4.322139268929555e-04
1.835075944159219e-05,6.828777696040365e-01,0.000000000000000e+00,-4.317122230395963e-04,4.312164120678311e-04
1.839875944159219e-05,6.829309287440742e-01,0.000000000000000e+00,-4.317069071255926e-04,4.321916432765156e-04
1.844675944159219e-05,6.828789366347167e-01,0.000000000000000e+00,-4.317121063365283e-04,4.312382018750536e-04
1.849475944159219e-05,6.829297476012866e-01,0.000000000000000e+00,-4.317070252398714e-04,4.321703440833113e-04
1.854275944159219e-05,6.828800529903744e-01,0.000000000000000e+00,-4.317119947009626e-04,4.312590289014644e-04
1.859075944159219e-05,6.829286194738262e-01,0.000000000000000e+00,-4.317071380526174e-04,4.321499858347278e-04
1.863875944159219e-05,6.828811208327168e-01,0.000000000000000e+00,-4.317118879167283e-04,4.312789356848458e-04
1.868675944159219e-05,6.829275419482518e-01,0.000000000000000e+00,-4.317072458051749e-04,4.321305269713201e-04
1.873475944159219e-05,6.828821422346795e-01,0.000000000000000e+00,-4.317117857765320e-04,4.312979628840492e-04
1.878275944159219e-05,6.829265127238288e-01,0.000000000000000e+00,-4.317073487276171e-04,4.321119277681928e-04
1.883075944159219e-05,6.828831191837569e-01,0.000000000000000e+00,-4.317116880816243e-04,4.313161493618954e-04
1.887875944159219e-05,6.829255296070343e-01,0.000000000000000e+00,-4.317074470392966e-04,4.320941502541763e-04
1.892675944159219e-05,6.828840535852414e-01,0.000000000000000e+00,-4.317115946414759e-04,4.313335322644676e-04
1.897475944159219e-05,6.829245905063472e-01,0.000000000000000e+00,-4.317075409493653e-04,4.320771581344755e-04
1.902275944159219e-05,6.828849472653641e-01,0.000000000000000e+00,-4.317115052734636e-04,4.313501470968924e-04
1.907075944159219e-05,6.829236934273072e-01,0.000000000000000e+00,-4.317076306572693e-04,4.320609167167682e-04
1.911875944159219e-05,6.828858019743400e-01,0.000000000000000e+00,-4.317114198025660e-04,4.313660277957682e-04
1.916675944159219e-05,6.829228364678315e-01,0.000000000000000e+00,-4.317077163532168e-04,4.320453928405368e-04
1.921475944159219e-05,6.828866193893200e-01,0.000000000000000e+00,-4.317113380610680e-04,4.313812067984375e-04
1.926275944159219e-05,6.829220178137689e-01,0.000000000000000e+00,-4.317077982186231e-04,4.320305548094917e-04
1.931075944159219e-05,6.828874011172451e-01,0.000000000000000e+00,-4.317112598882755e-04,4.313957151091813e-04
1.935875944159219e-05,6.829212357346838e-01,0.000000000000000e+00,-4.317078764265316e-04,4.320163723269942e-04
1.940675944159219e-05,6.828881486976099e-01,0.000000000000000e+00,-4.317111851302390e-04,4.314095823625009e-04
1.945475944159219e-05,6.829204885798523e-01,0.000000000000000e+00,-4.317079511420148e-04,4.320028164342855e-04
1.950275944159219e-05,6.828888636051321e-01,0.000000000000000e+00,-4.317111136394868e-04,4.314228368836152e-04
1.955075944159219e-05,6.829197747744629e-01,0.000000000000000e+00,-4.317080225225537e-04,4.319898594514811e-04
1.959875944159219e-05,6.828895472523321e-01,0.000000000000000e+00,-4.317110452747668e-04,4.314355057462825e-04
1.964675944159219e-05,6.829190928160074e-01,0.000000000000000e+00,-4.317080907183993e-04,4.319774749211181e-04
1.969475944159219e-05,6.828902009920226e-01,0.000000000000000e+00,-4.317109799007977e-04,4.314476148280788e-04
1.974275944159219e-05,6.829184412708538e-01,0.000000000000000e+00,-4.317081558729146e-04,4.319656375542137e-04
1.979075944159219e-05,6.828908261197109e-01,0.000000000000000e+00,-4.317109173880289e-04,4.314591888632188e-04
1.983875944159219e-05,6.829178187709896e-01,0.000000000000000e+00,-4.317082181229011e-04,4.319543231786956e-04
1.988675944159219e-05,6.828914238759175e-01,0.000000000000000e+00,-4.317108576124083e-04,4.314702514930900e-04
1.993475944159219e-05,6.829172240109282e-01,0.000000000000000e+00,-4.317082775989072e-04,4.319435086900993e-04
1.998275944159219e-05,6.828919954484073e-01,0.000000000000000e+00,-4.317108004551593e-04,4.314808253144935e-04
2.000000000000000e-05,6.829161457586438e-01,0.000000000000000e+00,-4.317083854241356e-04,4.319243527179193e-04
2.000087208169096e-05,7.380205073403161e-01,8.720816909630094e-02,-4.261979492659684e-04,1.102621708133911e-04
2.000261624507288e-05,8.629314808499511e-01,2.616245072885640e-01,-4.137068519150049e-04,1.347707613019722e-05
2.000610457183673e-05,1.137098289255411e+00,6.104571836734289e-01,-3.862901710744589e-04,5.648831112228481e-07
2.001308122536443e-05,1.640580419804779e+00,1.308122536443159e+00,-3.359419580195221e-04,1.479241272916494e-10
2.002420758739602e-05,2.313294068640344e+00,2.420758739602539e+00,-2.686705931359656e-04,-1.088656424556819e-13
2.004646031145921e-05,3.291374947417744e+00,4.646031145921301e+00,-1.708625052582256e-04,-1.354764552317298e-12
2.005000000000000e-05,3.408199725558699e+00,5.000000000000000e+00,-1.591800274441301e-04,-1.591908627556610e-12
2.005445054481264e-05,3.538306385530702e+00,5.000000000000000e+00,-1.461693614469298e-04,-1.461801967581091e-12
2.006335163443791e-05,3.777251028441717e+00,5.000000000000000e+00,-1.222748971558283e-04,-1.222857324105734e-12
2.008115381368846e-05,4.146812893823011e+00,5.000000000000000e+00,-8.531871061769888e-05,-8.532954571705991e-13
2.011675817218957e-05,4.594839493508592e+00,5.000000000000000e+00,-4.051605064914080e-05,-4.052773792203346e-13
2.016475817218957e-05,4.857646310306497e+00,5.000000000000000e+00,-1.423536896935033e-05,-1.424613848587624e-13
2.021275817218957e-05,4.949983839747101e+00,5.000000000000000e+00,-5.001616025289944e-06,-1.630239410649438e-13
2.026075817218957e-05,4.982426755095087e+00,5.000000000000000e+00,-1.757324490491243e-06,-1.869212245332800e-14
2.030875817218957e-05,4.993825616735959e+00,5.000000000000000e+00,-6.174383264041013e-07,-6.261146664986568e-15
2.035675817218957e-05,4.997830622123810e+00,5.000000000000000e+00,-2.169377876189756e-07,-2.184945432101384e-15
2.040475817218957e-05,4.999237786161180e+00,5.000000000000000e+00,-7.622138388204205e-08,-7.663543772319150e-16
2.045275817218957e-05,4.999732195141068e+00,5.000000000000000e+00,-2.678048589312143e-08,-2.691133545856661e-16
2.050075817218957e-05,4.999905906402094e+00,5.000000000000000e+00,-9.409359790564682e-09,-9.453599526238548e-17
2.054875817218957e-05,4.999966940087636e+00,5.000000000000000e+00,-3.305991236410982e-09,-3.321323832108608e-17
2.059675817218957e-05,4.999988384355260e+00,5.000000000000000e+00,-1.161564474054695e-09,-1.166925672614893e-17
2.064475817218957e-05,4.999995918827573e+00,5.000000000000000e+00,-4.081172426916024e-10,-4.099977117575036e-18
2.069275817218957e-05,4.999998566074570e+00,5.000000000000000e+00,-1.433925429566649e-10,-1.440528541293026e-18
2.074075817218957e-05,4.999999496188368e+00,5.000000000000000e+00,-5.038116310859125e-11,-5.061311566929294e-19
2.078875817218957e-05,4.999999822985105e+00,5.000000000000000e+00,-1.770148947127098e-11,-1.778298035558174e-19
2.083675817218957e-05,4.999999937805578e+00,5.000000000000000e+00,-6.219442170475598e-12,-6.248073375561062e-20
2.088475817218957e-05,4.999999978147906e+00,5.000000000000000e+00,-2.185209370224317e-12,-2.195268925600615e-20
2.093275817218957e-05,4.999999992322236e+00,5.000000000000000e+00,-7.677763589827857e-13,-7.713107821855361e-21
2.098075817218957e-05,4.999999997302406e+00,5.000000000000000e+00,-2.697593667541631e-13,-2.710012515579210e-21
2.102875817218957e-05,4.999999999052195e+00,5.000000000000000e+00,-9.478052023781380e-14,-9.521688955794973e-22
2.107675817218957e-05,4.999999999666985e+00,5.000000000000000e+00,-3.330148656832677e-14,-3.345477057508168e-22
2.112475817218957e-05,4.999999999882993e+00,5.000000000000000e+00,-1.170070984546356e-14,-1.175460808941932e-22
2.117275817218957e-05,4.999999999958888e+00,5.000000000000000e+00,-4.111186217847784e-15,-4.130086949083125e-23
2.122075817218957e-05,4.999999999985555e+00,5.000000000000000e+00,-1.444482554402438e-15,-1.451201143019057e-23
2.126875817218957e-05,4.999999999994924e+00,5.000000000000000e+00,-5.076234571577132e-16,-5.099600788132093e-24
2.131675817218957e-05,4.999999999998217e+00,5.000000000000000e+00,-1.783512573738655e-16,-1.791686131486929e-24
2.136475817218957e-05,4.999999999999372e+00,5.000000000000000e+00,-6.277530578691071e-17,-6.308867757850729e-25
2.141275817218957e-05,4.999999999999778e+00,5.000000000000000e+00,-2.222614453595284e-17,-2.229510244771832e-25
2.146075817218957e-05,4.999999999999920e+00,5.000000000000000e+00,-8.023096076392733e-18,-7.997156312768529e-26
2.150875817218957e-05,4.999999999999970e+00,5.000000000000000e+00,-3.035766082959412e-18,-3.069615554396001e-26
2.155675817218957e-05,4.999999999999988e+00,5.000000000000000e+00,-1.192622389734055e-18,-1.211690350419474e-26
2.160475817218957e-05,4.999999999999995e+00,5.000000000000000e+00,-5.421010862427522e-19,-4.846761401677897e-27
2.165275817218957e-05,4.999999999999996e+00,5.000000000000000e+00,-3.252606517456513e-19,-3.231174267785264e-27
2.170075817218957e-05,4.999999999999997e+00,5.000000000000000e+00,-2.168404344971009e-19,-2.423380700838948e-27
